Author1,Author2,Author1-Author2 Link weight,Community ID,Common Genres
Ann Rule,Eric Blehm,0.005589412126808248,0,{'Nonfiction'}
Ann Rule,Mark Bowden,0.4520354675840683,0,"{'Crime', 'Nonfiction', 'Mystery', 'True Crime'}"
Ann Rule,Hugh Thomas,0.005269313634964605,0,{'Nonfiction'}
Ann Rule,Abbey Sy,0.005281625115420129,0,{'Nonfiction'}
Ann Rule,Wendy J. Glenn,0.0049245921822099106,0,{'Nonfiction'}
Ann Rule,Yasmin Mogahed,0.0054662973222530005,0,{'Nonfiction'}
Ann Rule,Ben Carson,0.0053678054786088026,0,{'Nonfiction'}
Ann Rule,N.T. Wright,0.005318559556786704,0,{'Nonfiction'}
Ann Rule,Christine Sparks,0.004863034779932286,0,{'Nonfiction'}
Ann Rule,Gary Paulsen,0.00523237919359803,0,{'Nonfiction'}
Ann Rule,Grace Helbig,0.004949215143120959,0,{'Nonfiction'}
Ann Rule,Ramon Bautista,0.004801477377654662,0,{'Nonfiction'}
Ann Rule,Valorie Burton,0.005121575869498306,0,{'Nonfiction'}
Ann Rule,Augusten Burroughs,0.0048876577408433364,0,{'Nonfiction'}
Ann Rule,Reader's Digest Association,0.0053678054786088026,0,{'Nonfiction'}
Ann Rule,Harriet Ann Jacobs,0.005035395506309633,0,{'Nonfiction'}
Ann Rule,Seumas Milne,0.005146198830409355,0,{'Nonfiction'}
Ann Rule,Joseph Rykwert,0.0049245921822099106,0,{'Nonfiction'}
Ann Rule,Laurence Bergreen,0.005121575869498306,0,{'Nonfiction'}
Ann Rule,Paul Carter,0.00471529701446599,0,{'Nonfiction'}
Ann Rule,Holly Wagner,0.005158510310864881,0,{'Nonfiction'}
Ann Rule,Jamaica Kincaid,0.004826100338565712,0,{'Nonfiction'}
Ann Rule,Alistair Urquhart,0.005478608802708525,0,{'Nonfiction'}
Ann Rule,Daniel Lapin,0.004949215143120959,0,{'Nonfiction'}
Ann Rule,Tori Spelling,0.004456755924899969,0,{'Nonfiction'}
Ann Rule,Richard Wurmbrand,0.005355493998153276,0,{'Nonfiction'}
Ann Rule,Michael Schofield,0.004813788858110187,0,{'Nonfiction'}
Ann Rule,Nigel Rees,0.004801477377654662,0,{'Nonfiction'}
Ann Rule,Wayne A. Grudem,0.004776854416743613,0,{'Nonfiction'}
Ann Rule,Catherine Claire Larson,0.005330871037242228,0,{'Nonfiction'}
Ann Rule,David Nasaw,0.004875346260387811,0,{'Nonfiction'}
Ann Rule,Steve Coll,0.005281625115420129,0,{'Nonfiction'}
Ann Rule,Andy Rose,0.005798707294552169,0,{'Nonfiction'}
Ann Rule,Philip Yancey,0.005158510310864881,0,{'Nonfiction'}
Ann Rule,Eric Ludy,0.00523237919359803,0,{'Nonfiction'}
Ann Rule,Richard Elliott Friedman,0.005010772545398584,0,{'Nonfiction'}
Ann Rule,David E. Stuart,0.005380116959064327,0,{'Nonfiction'}
Ann Rule,Robin S. Sharma,0.004875346260387811,0,{'Nonfiction'}
Ann Rule,Tim Flannery,0.00518313327177593,0,{'Nonfiction'}
Ann Rule,Joe McGinniss,0.005133887349953832,0,{'Nonfiction'}
Ann Rule,Rocky Lang,0.004062788550323175,0,{'Nonfiction'}
Ann Rule,Rayne Hall,0.005207756232686981,0,{'Nonfiction'}
Ann Rule,Viral Dalal,0.005072329947676207,0,{'Nonfiction'}
Ann Rule,Steve Snyder,0.0053678054786088026,0,{'Nonfiction'}
Ann Rule,Norman R. Yetman,0.005330871037242228,0,{'Nonfiction'}
Rinko Kawauchi,Joseph Rykwert,1.853333333333333,0,{'Art'}
Philip Yancey,Lafcadio Hearn,0.01027000956717262,0,{'Nonfiction'}
Philip Yancey,Leonard Mlodinow,0.005029547553093259,0,{'Nonfiction'}
Philip Yancey,Eric Ludy,0.030221168479190177,0,"{'Christian', 'Nonfiction'}"
Philip Yancey,Bob Ong,0.005068236380424747,0,{'Nonfiction'}
Philip Yancey,Truman Capote,0.0052358879655278545,0,{'Nonfiction'}
Philip Yancey,Leanda de Lisle,0.005094028931979072,0,{'Nonfiction'}
Philip Yancey,Eric Blehm,0.0058549092028316405,0,{'Nonfiction'}
Philip Yancey,Mark Bowden,0.005081132656201907,0,{'Nonfiction'}
Philip Yancey,Hugh Thomas,0.005519606032625424,0,{'Nonfiction'}
Philip Yancey,Dandi Daley Mackall,0.05250432098765431,0,{'Christian'}
Philip Yancey,Abbey Sy,0.0055325023084025855,0,{'Nonfiction'}
Philip Yancey,Wendy J. Glenn,0.005158510310864881,0,{'Nonfiction'}
Philip Yancey,Yasmin Mogahed,0.050321136487836135,0,"{'Nonfiction', 'Religion'}"
Philip Yancey,Ben Carson,0.005622776238842721,0,{'Nonfiction'}
Philip Yancey,N.T. Wright,0.9843034797017607,0,"{'Faith', 'Christian', 'Christianity', 'Nonfiction', 'Theology', 'Religion'}"
Philip Yancey,Christine Sparks,0.00509402893197907,0,{'Nonfiction'}
Philip Yancey,Gary Paulsen,0.0054809172052939364,0,{'Nonfiction'}
Philip Yancey,Grace Helbig,0.0051843028624192055,0,{'Nonfiction'}
Philip Yancey,Ramon Bautista,0.005029547553093259,0,{'Nonfiction'}
Philip Yancey,Robin S. Sharma,0.005106925207756232,0,{'Nonfiction'}
Philip Yancey,Tim Flannery,0.005429332102185287,0,{'Nonfiction'}
Philip Yancey,Valorie Burton,0.029581190793748505,0,"{'Christian', 'Nonfiction'}"
Philip Yancey,Augusten Burroughs,0.005119821483533395,0,{'Nonfiction'}
Philip Yancey,Reader's Digest Association,0.005622776238842721,0,{'Nonfiction'}
Philip Yancey,Harriet Ann Jacobs,0.005274576792859341,0,{'Nonfiction'}
Philip Yancey,Joe McGinniss,0.005377746999076639,0,{'Nonfiction'}
Philip Yancey,Seumas Milne,0.005390643274853801,0,{'Nonfiction'}
Philip Yancey,Joseph Rykwert,0.005158510310864881,0,{'Nonfiction'}
Philip Yancey,Laurence Bergreen,0.005364850723299477,0,{'Nonfiction'}
Philip Yancey,Paul Carter,0.004939273622653125,0,{'Nonfiction'}
Philip Yancey,Holly Wagner,0.02979451668889573,0,"{'Christian', 'Nonfiction'}"
Philip Yancey,Jamaica Kincaid,0.005055340104647584,0,{'Nonfiction'}
Philip Yancey,Alistair Urquhart,0.005738842720837181,0,{'Nonfiction'}
Philip Yancey,Daniel Lapin,0.18633513043259778,0,"{'Christianity', 'Nonfiction', 'Religion'}"
Philip Yancey,Tori Spelling,0.004668451831332718,0,{'Nonfiction'}
Philip Yancey,Rayne Hall,0.005455124653739612,0,{'Nonfiction'}
Philip Yancey,Richard Wurmbrand,0.16528713079953433,0,"{'Christian', 'Christianity', 'Nonfiction', 'Religion'}"
Philip Yancey,Michael Schofield,0.005042443828870422,0,{'Nonfiction'}
Philip Yancey,Nigel Rees,0.005029547553093259,0,{'Nonfiction'}
Philip Yancey,Wayne A. Grudem,0.1971032990426498,0,"{'Christian', 'Nonfiction', 'Theology', 'Religion'}"
Philip Yancey,Steve Snyder,0.005622776238842721,0,{'Nonfiction'}
Philip Yancey,Steve C. Halbrook,0.4516563469387756,0,"{'Theology', 'Religion'}"
Philip Yancey,Catherine Claire Larson,0.16452718996827215,0,"{'Christian', 'Christianity', 'Nonfiction', 'Religion'}"
Philip Yancey,David Nasaw,0.005106925207756232,0,{'Nonfiction'}
Philip Yancey,Steve Coll,0.0055325023084025855,0,{'Nonfiction'}
Philip Yancey,Andy Rose,0.006074145891043398,0,{'Nonfiction'}
Philip Yancey,Richard Elliott Friedman,0.312022548668036,0,"{'Christianity', 'Nonfiction', 'Theology', 'Religion'}"
Philip Yancey,David E. Stuart,0.005635672514619883,0,{'Nonfiction'}
Philip Yancey,Rocky Lang,0.004255771006463527,0,{'Nonfiction'}
